candle_begin_time,open,high,low,close,volume,SMA,EMA,BB_MID,BB_UPPER,BB_LOWER,RSI,CCI,VADER_Compound,TextBlob_Polarity,FinBERT_Label,CryptoBERT_Label
2020/1/17,8720.15,9041.65,8672.44,8913.28,70897.73738,8675.01,8678.451284,8675.01,9252.804262,8097.215738,78.25694689,83.88580616,0.091066667,0.022727273,0,-1
2020/1/18,8913.27,8988.88,8806.38,8915.96,38294.74655,8836.134,8757.620856,8836.134,8982.305785,8689.962215,78.32924806,93.34623009,0,0,0,0
2020/1/19,8915.09,9198.98,8466,8701.7,70676.88926,8814.472,8738.980571,8814.472,8997.232093,8631.711907,58.79213629,-24.11457512,0,0,0,0
2020/1/20,8701.72,8746.99,8521.28,8642.35,38896.63975,8778.66,8706.770381,8778.66,9006.549297,8550.770703,54.1183328,-116.7586649,0.0164,0,0.666666667,-1
2020/1/21,8642.35,8789,8488,8736.03,36494.68766,8781.864,8716.523587,8781.864,9006.796134,8556.931866,60.33917423,-71.60925635,0.1806,-0.077777778,-0.5,0
2020/1/22,8736.04,8818,8590,8682.36,29080.55714,8735.68,8705.135725,8735.68,8925.857081,8545.502919,54.99895479,-33.27999052,0.17,0,1,-1
2020/1/23,8682.77,8691.81,8306.39,8404.52,48165.9446,8633.392,8604.930483,8633.392,8870.138354,8396.645646,34.97087163,-153.8721784,0.0228,0.025,-0.25,0.5
2020/1/24,8404.52,8528.02,8238,8439,41687.52953,8580.852,8549.620322,8580.852,8848.255895,8313.448105,38.44791584,-102.9240392,-0.146875,0,0,0
2020/1/25,8438.99,8451.26,8254.9,8340.58,25521.15793,8520.498,8479.940215,8520.498,8836.873293,8204.122707,32.28806239,-84.11864329,0,0,0,0
2020/1/26,8340.01,8618.13,8293.66,8615,31130.48516,8496.292,8524.960143,8496.292,8756.543555,8236.040445,56.55015374,17.04639016,0,0,0,0
2020/1/27,8614.39,9000,8535,8907.57,53973.543,8541.334,8652.496762,8541.334,8950.281893,8132.386107,70.59261958,166.3002922,0.106066667,0.1,0.333333333,-1
2020/1/28,8907.57,9400,8862.4,9374.21,74584.85377,8735.272,8893.067841,8735.272,9481.436912,7989.107088,82.11603354,129.9153718,-0.19264,0,0,-0.6
2020/1/29,9375.34,9449.24,9216,9301.53,53864.06512,8907.778,9029.221894,8907.778,9697.73092,8117.82508,76.2954512,94.09928361,0.58315,0.15,0.5,-1
2020/1/30,9301.57,9578,9204.44,9513.21,60626.74426,9142.304,9190.551263,9142.304,9805.54099,8479.06701,81.15779017,78.63568035,0.1591,0.075,0,-1
2020/1/31,9511.52,9530.22,9210.01,9352.89,45552.02235,9289.882,9244.664175,9289.882,9697.072134,8882.691866,67.96041785,52.28669322,0.24915,0,1,-1
2020/2/1,9351.71,9464.53,9281,9384.61,28578.06735,9385.29,9291.312783,9385.29,9525.439214,9245.140786,69.19914461,39.53365534,0,0,0,0
2020/2/2,9384.41,9477.03,9120,9331.51,45690.91254,9376.75,9304.711856,9376.75,9523.602625,9229.897375,64.0198051,-95.11622001,0,0,0,0
2020/2/3,9331.59,9618.79,9234,9292.24,50892.13345,9374.892,9300.55457,9374.892,9525.686556,9224.097444,59.87686101,20.53727887,0,0.068181818,0.5,-1
2020/2/4,9291.35,9350,9093.01,9197.02,53308.17527,9311.654,9266.043047,9311.654,9441.068385,9182.239615,50.05829495,-142.5259454,0.162575,0.214299242,0.25,-1
2020/2/5,9197.02,9744.45,9177.22,9612.04,64870.41562,9363.484,9381.375365,9363.484,9640.662211,9086.305789,73.62309442,131.1275562,-0.090975,0.1,0,-0.5
2020/2/6,9612.03,9862.57,9526.35,9772,64949.70659,9440.962,9511.583576,9440.962,9872.20162,9009.72238,78.50867295,129.5330544,0,0.25,0.333333333,-1
2020/2/7,9772,9885,9730,9813.73,43966.11463,9537.406,9612.299051,9537.406,10037.74871,9037.063295,79.73281705,98.98065974,-0.0683,0.125,0,-0.5
2020/2/8,9813.87,9940,9667.11,9895.05,43600.84367,9657.968,9706.549367,9657.968,10154.3996,9161.536404,82.20223089,70.58819691,0,0,0,0
2020/2/9,9895.04,10166,9880.75,10151.75,43408.47562,9848.914,9854.949578,9848.914,10203.42904,9494.398959,87.98074835,134.2534173,0,0,0,0
2020/2/10,10151.72,10188,9756,9851.83,59573.08462,9896.872,9853.909719,9896.872,10164.45452,9629.289482,59.68126739,39.17359983,0.21075,0.125,0,0
2020/2/11,9851.74,10323.59,9700,10223.08,62422.39522,9987.088,9976.966479,9987.088,10321.30292,9652.873082,73.07944798,88.50347023,0,0.177373737,0.333333333,-1
2020/2/12,10223.08,10450,10223.08,10326.46,61008.06393,10089.634,10093.46432,10089.634,10460.7582,9718.509803,75.8704967,141.9625192,-0.1782,0.045454545,0.333333333,-0.333333333
2020/2/13,10325.33,10500,10080,10229.63,79344.35876,10156.55,10138.85288,10156.55,10480.91233,9832.187667,67.65781754,67.33312978,0.0722,0.4,0.5,0
2020/2/14,10227.78,10381.56,10111.37,10344.36,47038.48017,10195.072,10207.35525,10195.072,10552.10812,9838.035881,72.12650899,48.31778765,0.317566667,0.145833333,0.333333333,-1
2020/2/15,10344.36,10375,9801,9904.72,57657.20295,10205.65,10106.47684,10205.65,10522.22319,9889.07681,43.40206392,-99.37365888,0,0,0,0
2020/2/16,9904.46,10050,9638.12,9917.27,60023.99954,10144.488,10043.40789,10144.488,10533.77298,9755.203016,44.19508679,-115.1003247,0,0,0,0
2020/2/17,9910.7,9964.16,9452.67,9706,70261.0119,10020.396,9930.938594,10020.396,10486.52242,9554.269585,34.13164647,-110.1959429,0.1389,0.145833333,-0.333333333,-0.333333333
2020/2/18,9706,10250,9576.01,10164.71,70604.12402,10007.412,10008.8624,10007.412,10452.65084,9562.173155,59.290063,9.369230223,0.142866667,0.4,0,-0.333333333
2020/2/19,10164.78,10250,9350,9593.79,55162.5869,9857.298,9870.50493,9857.298,10249.90485,9464.691148,37.19043971,-76.61943473,0.3182,0.15,0,-1
2020/2/20,9594.65,9699,9400,9596.42,60152.34291,9795.638,9779.143287,9795.638,10233.3355,9357.940495,37.32496009,-109.5328051,-0.133366667,0.183333333,0,0.333333333
2020/2/21,9597.21,9755.51,9550.21,9677.05,42181.55452,9747.594,9745.112191,9747.594,10173.92863,9321.259368,42.07886325,-45.01264679,0.3327,0.1875,0.333333333,-1
2020/2/22,9677.05,9709.17,9560.02,9650.86,24636.75762,9736.566,9713.694794,9736.566,10169.43628,9303.695724,40.82168884,-45.23320442,0,0,0,0
2020/2/23,9650.85,9990,9645,9936.4,37702.08984,9690.904,9787.929863,9690.904,9944.552728,9437.255272,57.94508099,134.1022687,0,0,0,0
2020/2/24,9936.4,9990,9473.56,9656.13,55796.59612,9703.372,9743.996575,9703.372,9942.408304,9464.335696,42.76341875,17.90884979,0.326825,0.128409091,0,0
2020/2/25,9655.52,9675,9250,9315.84,54379.34455,9647.256,9601.277717,9647.256,10041.63677,9252.875233,30.59697147,-156.5546802,0.05158,-0.02,-0.4,-0.2
2020/2/26,9316.48,9377.44,8633.63,8785.25,92130.34548,9468.896,9329.268478,9468.896,10257.57867,8680.213326,19.68268111,-142.8620881,-0.238075,0.09375,0.25,0.5
2020/2/27,8786,8971.77,8531,8823.21,72483.57876,9303.366,9160.582319,9303.366,10208.60588,8398.126116,22.1656181,-96.85168477,-0.0098,-0.258333333,0.5,-1
2020/2/28,8823.25,8900,8445,8692.91,71155.20898,9054.668,9004.691546,9054.668,9796.015458,8313.320542,19.56981661,-76.67940541,-0.3182,0,-1,1
2020/2/29,8690.8,8790,8523.55,8523.61,36748.18304,8828.164,8844.33103,8828.164,9357.873972,8298.454028,16.44243838,-77.54876543,0,0,0,0
2020/3/1,8523.61,8750,8411,8531.88,43892.20178,8671.372,8740.180687,8671.372,8920.816967,8421.927033,17.24989789,-87.68021744,0,0,0,0
2020/3/2,8530.3,8965.75,8498,8915.24,60401.31773,8697.37,8798.533791,8697.37,9008.371494,8386.368506,46.95323316,90.74770925,0,0.05,0,-1
2020/3/3,8911.18,8919.65,8651,8760.07,55154.99728,8684.742,8785.712528,8684.742,8978.953712,8390.530288,39.73654753,76.61400338,0.4478,-0.0125,1,-1
2020/3/4,8760.07,8848.29,8660,8750.87,38696.48258,8696.334,8774.098352,8696.334,8995.446003,8397.221997,39.28900594,39.67445528,0.0913,0,0.333333333,-1
2020/3/5,8750.99,9159.42,8746.54,9054.68,58201.86636,8802.548,8867.625568,8802.548,9153.553635,8451.542365,58.55646111,152.1374168,0.124483333,0.166666667,0.5,-0.666666667
2020/3/6,9054.64,9170,8985.5,9131.88,43782.94804,8922.548,8955.710379,8922.548,9228.756549,8616.339451,62.35160883,111.6588852,0.21075,0.05,0.5,0
2020/3/7,9130.89,9188,8835,8886.66,45422.20453,8916.832,8932.693586,8916.832,9224.436646,8609.227354,45.72582858,29.35875212,0,0,0,0
2020/3/8,8885.25,8886.76,8000,8033.31,77537.31517,8771.48,8632.899057,8771.48,9555.661894,7987.298106,21.17047238,-146.8985126,-0.7906,0,-1,1
2020/3/9,8034.76,8179.31,7632.01,7929.87,116968.8633,8607.28,8398.556038,8607.28,9643.330568,7571.229432,19.57748313,-113.4100314,-0.4175,-0.087878788,-0.333333333,0.333333333
2020/3/10,7929.87,8149,7728.01,7894.56,86783.44388,8375.256,8230.557359,8375.256,9426.11406,7324.39794,18.96846027,-73.07774617,-0.216133333,0.166666667,-1,-0.333333333
2020/3/11,7894.57,7980,7590,7934.52,79942.41117,8135.784,8131.878239,8135.784,8892.308939,7379.259061,22.38404841,-65.95511483,-0.3454,0.025,0.5,0
2020/3/12,7934.58,7966.17,4410,4800,261505.6087,7318.452,7021.252159,7318.452,9838.593998,4798.310002,4.360799312,-166.6666667,-0.10712,0.046343434,0,-0.2
2020/3/13,4800.01,5955,3782.13,5578.6,402201.6738,6827.51,6540.368106,6827.51,9547.780193,4107.239807,23.48891454,-100.7301728,-0.1808,-0.125,-0.5,-0.5
2020/3/14,5576.05,5640.52,5055.13,5172.06,136910.136,6275.948,6084.265404,6275.948,8996.837757,3555.058243,20.77676812,-60.21389647,0,0,0,0
2020/3/15,5172.48,5940,5093.1,5361.3,139916.1465,5769.296,5843.276936,5769.296,7994.109924,3544.482076,25.76426746,-35.80346138,0,0,0,0
2020/3/16,5360.33,5365.42,4442.12,5028.97,227276.9228,5188.186,5571.841291,5188.186,5723.864785,4652.507215,22.63604604,-103.93774,-0.11468,0.065,-0.4,0.2
2020/3/17,5028.86,5525,4921.45,5312.64,150089.9263,5290.714,5485.440861,5290.714,5660.503319,4920.924681,31.50897902,18.55966209,-0.1962,0.0625,-0.5,0
2020/3/18,5312.64,5436.17,5009.37,5393.04,137127.6349,5253.602,5454.640574,5253.602,5524.357881,4982.846119,34.18332229,18.33697407,-0.032866667,0,0,0.333333333
2020/3/19,5393.26,6400,5252.53,6162.37,199020.8734,5451.664,5690.550382,5451.664,6207.813898,4695.514102,55.13628295,143.979122,-0.13975,0.038888889,-0.666666667,-0.666666667
2020/3/20,6162.05,6900,5670,6208.36,219298.3295,5621.076,5863.153588,5621.076,6574.228407,4667.923593,56.1787327,107.0712375,0.258733333,0.141666667,0.333333333,-0.666666667
2020/3/21,6204.57,6456.98,5860.02,6186.98,128913.6684,5852.678,5971.095726,5852.678,6671.010343,5034.345657,55.43028528,63.03500034,0,0,0,0
2020/3/22,6187.04,6407.87,5734.01,5816.19,119115.9905,5953.388,5919.460484,5953.388,6583.348375,5323.427625,43.00872283,15.40152088,0,0,0,0
2020/3/23,5816.05,6600,5688,6467.31,164674.2158,6168.242,6102.076989,6168.242,6583.334593,5753.149407,61.79939715,68.88732842,0.061975,0.1578125,0.5,-0.5
2020/3/24,6465.25,6833,6371.33,6744.72,151138.0099,6284.712,6316.291326,6284.712,6904.288259,5665.135741,67.50522428,166.6666667,0,0.1,0,1
2020/3/25,6744.69,6957.96,6450,6677.43,132155.735,6378.526,6436.670884,6378.526,7062.184331,5694.867669,64.58047878,89.20888236,0.0276,0.166666667,0.333333333,-0.333333333
2020/3/26,6677.42,6780,6510,6737.36,83026.55521,6488.602,6536.900589,6488.602,7190.442001,5786.761999,66.2102958,56.11982219,-0.0165,0.025,-0.5,-0.5
2020/3/27,6737.27,6842.59,6261,6359.11,82914.96835,6597.186,6477.63706,6597.186,6908.829499,6285.542501,48.57586701,-29.44503255,-0.251125,-0.03125,-0.5,0
2020/3/28,6359.11,6360,6024,6236.65,93159.69343,6551.054,6397.30804,6551.054,6974.260534,6127.847466,43.84951569,-143.0679345,0,0,0,0
2020/3/29,6236.65,6266,5866.56,5881.42,63311.62771,6378.394,6225.34536,6378.394,7001.75618,5755.03182,32.41384998,-110.6696471,0,0,0,0
2020/3/30,5880.5,6599,5857.76,6394.38,118889.55,6321.784,6281.69024,6321.784,6873.533995,5770.034005,54.04614096,-16.00579127,0.0448,0.106060606,-0.2,-0.6
2020/3/31,6394.45,6523.23,6321.4,6410.44,72337.59526,6256.4,6324.606827,6256.4,6650.675243,5862.124757,54.61464376,65.97368835,0,0,0.5,-1
2020/4/1,6412.14,6679.94,6150.11,6642.92,97500.7524,6313.162,6430.711218,6313.162,6816.792779,5809.531221,62.91597208,99.94791736,0.197566667,0.116666667,0,-0.333333333
2020/4/2,6643.36,7198,6551,6794.09,149299.9069,6424.65,6551.837478,6424.65,7044.549822,5804.750178,67.71566754,137.9825257,0.17975,0.1125,0.75,-1
2020/4/3,6793.86,7048,6602.1,6734.1,104080.2769,6595.186,6612.591652,6595.186,6924.539997,6265.832003,63.63045131,74.64912269,0.07224,0.047272727,0.2,-1
2020/4/4,6732.97,6990.41,6650.01,6856.99,72990.86114,6687.708,6694.057768,6687.708,6998.846878,6376.569122,68.4970429,58.36989094,0,0,0,0
2020/4/5,6857.41,6895.54,6677.52,6772.78,49685.35698,6760.176,6720.298512,6760.176,6901.910676,6618.441324,61.45350606,20.87018025,0,0,0,0
2020/4/6,6772.78,7355.14,6765,7329.9,118052.0008,6897.572,6923.499008,6897.572,7337.170963,6457.973037,79.16835887,166.6666667,0.21075,-0.125,0.5,0
2020/4/7,7329.9,7459.69,7077,7197.32,103585.1689,6978.218,7014.772672,6978.218,7458.368404,6498.067596,69.64708826,100.0046967,-0.172675,-0.0225,0,0
2020/4/8,7197.32,7420,7150,7361.28,76059.14584,7103.654,7130.275115,7103.654,7590.811027,6616.496973,74.40547973,80.02993586,-0.019633333,0.1,-0.666666667,0.333333333
2020/4/9,7360.26,7371.92,7108.08,7283.54,61094.87242,7188.964,7181.36341,7188.964,7619.572244,6758.355756,68.07996631,48.31186429,0,0.044848485,0.2,-0.2
2020/4/10,7283.54,7295.75,6739.98,6858.92,104674.6234,7206.192,7073.882273,7206.192,7570.626054,6841.757946,43.07661033,-143.8556435,0.135433333,0.053333333,0,-0.333333333
2020/4/11,6858.92,6944.3,6760,6876.83,45470.29321,7115.578,7008.198182,7115.578,7533.320885,6697.835115,44.15790931,-103.6485483,0,0,0,0
2020/4/12,6876.84,7177,6780,6903.79,73868.6665,7056.872,6973.395455,7056.872,7494.206497,6619.537503,46.08498634,-44.9059892,0,0,0,0
2020/4/13,6903.79,6903.79,6575,6837.91,96415.47657,6952.198,6928.233637,6952.198,7286.352124,6618.043876,41.69040749,-105.9419727,-0.233025,-0.1,-0.5,0
2020/4/14,6838.04,6978,6754.28,6868.7,69068.62329,6869.23,6908.389091,6869.23,6912.493592,6825.966408,44.76735274,-18.31812639,-0.221333333,-0.125,-0.666666667,0.333333333
2020/4/15,6868.57,6933,6605,6621.24,61571.38499,6821.694,6812.672727,6821.694,7026.504274,6616.883726,29.25715843,-108.0168649,0.1204,0.033333333,-0.333333333,-1
2020/4/16,6621.25,7190,6468.27,7101.94,125009.8575,6866.716,6909.095152,6866.716,7173.697433,6559.734567,61.5793039,60.95705107,0.00645,0.204545455,0.25,-0.5
2020/4/17,7101.99,7148.12,6972.98,7027.55,54126.50976,6891.468,6948.580101,6891.468,7225.206564,6557.729436,56.5787144,127.9499572,-0.00325,-0.008333333,0.25,-0.5
2020/4/18,7026.78,7293.08,7014.4,7248.6,49488.54282,6973.606,7048.586734,6973.606,7402.715159,6544.496841,66.6408004,116.7950833,0,0,0,0
2020/4/19,7248.6,7266.15,7055.6,7120.74,45664.86393,7024.014,7072.637823,7024.014,7451.197006,6596.830994,57.07756251,64.59974459,0,0,0,0
2020/4/20,7121.4,7220,6751,6826.83,90149.49137,7065.132,6990.701882,7065.132,7342.704096,6787.559904,40.41349977,-79.00360557,0.072466667,0.109090909,0,-1
2020/4/21,6828.98,6940,6762,6841.37,60109.71081,7013.018,6940.924588,7013.018,7337.293308,6688.742692,41.47020184,-108.1586604,0.111225,0.04,-0.25,-1
2020/4/22,6841.36,7156.38,6818,7125.14,61486.37733,7032.536,7002.329725,7032.536,7369.461507,6695.610493,59.14521355,2.329094549,-0.164633333,0,0,-1
2020/4/23,7125.12,7738,7020,7482.39,102773.5696,7079.294,7162.349817,7079.294,7558.169276,6600.418724,72.30604724,137.2408332,0.07955,0.2,0,-1
2020/4/24,7483.96,7615.96,7388,7505,60182.11994,7156.146,7276.566545,7156.146,7747.164505,6565.127495,72.99427878,95.28046967,0.13164,0.14,0.2,-0.2
2020/4/25,7505,7705,7431.07,7538.67,43874.42773,7298.514,7363.934363,7298.514,7844.891845,6752.136155,74.18831776,72.36110117,0,0,0,0
2020/4/26,7539.03,7700,7480,7693.1,50522.61621,7468.86,7473.656242,7468.86,7842.800757,7094.919243,79.40815108,81.19607628,0,0,0,0
2020/4/27,7693.1,7792.02,7606,7774.62,65441.33958,7598.756,7573.977495,7598.756,7828.138646,7369.373354,81.83241569,121.2800696,0.304275,0.153409091,-0.25,-1
2020/4/28,7773.51,7780,7659.12,7738.98,46302.75264,7650.074,7628.97833,7650.074,7866.821847,7433.326153,76.88573383,84.10750624,0.010175,0,0,-1
2020/4/29,7738.58,8952.89,7710.05,8778.57,183546.8875,7904.788,8012.175553,7904.788,8793.285691,7016.290309,92.78594016,166.6666667,-0.028066667,0.011363636,0.166666667,-1
2020/4/30,8778.58,9460,8401,8620,206277.2141,8121.054,8214.783702,8121.054,9072.018178,7170.089822,82.0274614,108.3405264,0.1928,0.143809524,0.2,-0.2
2020/5/1,8620,9059.18,8613.56,8826.96,91468.81506,8347.826,8418.842468,8347.826,9322.894014,7372.757986,84.88643981,72.36832245,-0.045375,0.124350649,-0.25,-0.5
2020/5/2,8825.67,9010,8753,8972.05,59002.08755,8587.312,8603.244979,8587.312,9464.931418,7709.692582,86.73550884,65.57159842,0,0,0,0
2020/5/3,8972.58,9200,8712,8894.16,90126.06564,8818.348,8700.216652,8818.348,9055.616033,8581.079967,80.15483586,72.45011603,0,0,0,0
2020/5/4,8894.15,8950,8522,8871.96,84418.51233,8837.026,8757.464435,8837.026,9073.530153,8600.521847,78.0452314,-96.7485687,-0.030183333,0.166666667,0,-0.333333333
2020/5/5,8871.92,9118.58,8760,9021.83,76480.76534,8917.392,8845.58629,8917.392,9057.895472,8776.888528,82.03516963,86.21283362,0.1772,0.05,0,-1
2020/5/6,9021.36,9395,8906.21,9142.92,105925.3024,8980.584,8944.697527,8980.584,9175.304969,8785.863031,84.82115927,152.7573484,0.09534,-0.066666667,0.2,-0.6
2020/5/7,9143.4,10067,9021,9986.4,147154.6114,9183.454,9291.931684,9183.454,10009.62935,8357.278652,93.54176579,155.1802857,0.055528571,0.142857143,-0.142857143,-0.428571429
2020/5/8,9986.3,10035.96,9705,9800.01,100683.7964,9364.624,9461.291123,9364.624,10252.56299,8476.685007,80.73020671,96.76914014,0.09692,0.117272727,0.4,-1
2020/5/9,9800.02,9914.25,9520,9539.4,81950.67957,9498.112,9487.327415,9498.112,10237.99208,8758.231916,65.13794969,40.27487521,0,0,0,0
2020/5/10,9539.1,9574.83,8117,8722.77,183865.182,9438.3,9232.474944,9438.3,10350.7479,8525.852097,37.08364158,-114.8710163,0.34,0,0,1
2020/5/11,8722.77,9168,8200,8561.52,168807.2518,9322.02,9008.823296,9322.02,10472.52949,8171.510512,33.52029759,-94.47188899,-0.02455,0.166666667,-0.166666667,-0.333333333
2020/5/12,8562.04,8978.26,8528.78,8810.79,86522.78007,9086.898,8942.812197,9086.898,10065.93167,8107.864331,43.93096879,-51.11079644,0.2159,0.1475,0.4,-0.6
2020/5/13,8810.99,9398,8792.99,9309.37,92466.27402,8988.77,9064.998131,8988.77,9732.250033,8245.289967,59.70690506,32.59236483,0.009325,0.279545455,0.5,0
2020/5/14,9309.35,9939,9256.76,9791.98,129565.3775,9039.286,9307.325421,9039.286,9942.678174,8135.893826,69.94044896,134.381212,0.11672,0.1,0.6,-0.2
2020/5/15,9791.97,9845.62,9150,9316.42,115890.7615,9158.016,9310.356947,9158.016,10018.84518,8297.186824,53.27438952,58.49314667,0.07915,0.025,-0.75,-0.5
2020/5/16,9315.96,9588,9220,9381.27,59587.62786,9321.966,9333.994632,9321.966,9945.453254,8698.478746,55.09821303,28.68526691,0,0,0,0
2020/5/17,9380.81,9888,9322.1,9680.04,68647.76432,9495.816,9449.343088,9495.816,9897.529748,9094.102252,63.33900722,76.11050921,0,0,0,0
2020/5/18,9681.11,9950,9464.23,9733.93,82006.60358,9580.728,9544.205392,9580.728,9968.133055,9193.322945,64.79574637,81.11173408,-0.099683333,0.225,0.333333333,-0.666666667
2020/5/19,9733.93,9897.21,9474,9775.53,78539.76045,9577.438,9621.313595,9577.438,9957.826893,9197.049107,66.095699,70.1221705,0.033,-0.233333333,-0.333333333,-1
2020/5/20,9775.13,9842,9326,9511.43,74923.73809,9616.44,9584.68573,9616.44,9912.400156,9320.479844,51.11676705,-29.07339217,0.010316667,0.122222222,-0.333333333,-0.333333333
2020/5/21,9511.43,9578.47,8815,9068.65,108928.781,9553.916,9412.67382,9553.916,10071.38153,9036.450469,34.6568834,-166.6666667,-0.19745,0.13125,0.25,-0.5
2020/5/22,9067.51,9271,8933.52,9170,58943.13102,9451.908,9331.782547,9451.908,10027.52544,8876.290564,40.16919778,-87.20037491,0.03802,0.22,-0.2,-0.6
2020/5/23,9170,9307.85,9070,9179.15,43526.29697,9340.952,9280.905031,9340.952,9868.189054,8813.714946,40.73342151,-46.69093634,0,0,0,0
2020/5/24,9179.01,9298,8700,8720.34,70379.86645,9129.914,9094.050021,9129.914,9636.739152,8623.088848,25.60106983,-124.8633841,0,0,0,0
2020/5/25,8718.14,8979.66,8642.72,8900.35,62833.91095,9007.698,9029.483347,9007.698,9358.184618,8657.211382,37.06696532,-99.4279305,0.041233333,0,-0.333333333,-0.333333333
2020/5/26,8900.35,9017.67,8700,8841.18,58299.77014,8962.204,8966.715565,8962.204,9327.953275,8596.454725,34.85957885,-62.1525318,-0.200425,0.0875,-0.25,0.5
2020/5/27,8841,9225,8811.73,9204.07,68910.35551,8969.018,9045.83371,8969.018,9350.911699,8587.124301,55.27715585,55.84854124,0.06234,0.104816017,-0.4,-0.2
2020/5/28,9204.07,9625.47,9110,9575.89,74110.78766,9048.366,9222.51914,9048.366,9664.782183,8431.949817,68.08795105,146.5456648,0.171842857,0.130612245,0,-0.428571429
2020/5/29,9575.87,9605.26,9330,9427.07,57374.36296,9189.712,9290.70276,9189.712,9763.041463,8616.382537,59.55320885,85.59835017,-0.2553,0,0.5,0
2020/5/30,9426.6,9740,9331.23,9697.72,55665.27254,9349.186,9426.375173,9349.186,9954.539001,8743.832999,68.52280534,80.86126739,0,0,0,0
2020/5/31,9697.72,9700,9381.41,9448.27,48333.7864,9470.604,9433.673449,9470.604,9800.575161,9140.632839,54.57852467,47.75556052,0,0,0,0
2020/6/1,9448.27,10380,9421.67,10200.77,76649.12696,9669.944,9689.372299,9669.944,10235.29065,9104.597348,74.29968429,166.6666667,0.050575,0.0625,0.5,0
2020/6/2,10202.71,10228.99,9266,9518.04,108970.7732,9658.374,9632.261533,9658.374,10233.23426,9083.513745,49.78515454,11.31745652,-0.05195,-0.1171875,0.75,-0.5
2020/6/3,9518.02,9690,9365.21,9666.24,46252.64494,9706.208,9643.587689,9706.208,10233.99604,9178.419961,53.91126296,-47.5505618,-0.1084,0.083333333,0.166666667,-0.666666667
2020/6/4,9666.32,9881.63,9450,9789.06,57456.10097,9724.476,9692.078459,9724.476,10256.13309,9192.818911,57.52665865,7.441880962,-0.0967,0.056818182,0,0
2020/6/5,9788.14,9854.75,9581,9621.16,47788.05005,9759.054,9668.438973,9759.054,10233.80052,9284.307477,50.72693494,-25.62303547,0.10212,0.256666667,0.4,-0.6
2020/6/6,9621.17,9735,9531.05,9666.3,32752.95089,9652.16,9667.725982,9652.16,9826.719951,9477.600049,52.60943449,-21.44342869,0,0,0,0
2020/6/7,9666.85,9802,9372.46,9746.99,57952.84839,9697.95,9694.147321,9697.95,9819.966079,9575.933921,56.33685578,-17.55528226,0,0,0,0
2020/6/8,9746.99,9800,9633,9782.01,40664.66413,9721.104,9723.434881,9721.104,9853.738612,9588.469388,58.12371831,112.8488394,-0.25,0,-1,-1
2020/6/9,9782,9877,9570,9772.43,46024.00129,9717.778,9739.766587,9717.778,9844.113915,9591.442085,57.32157196,84.57610725,0.21908,0.167272727,0.2,-1
2020/6/10,9772.44,9992.72,9704.18,9885,47130.76298,9770.546,9788.177725,9770.546,9910.993298,9630.098702,64.51467354,137.5373626,-0.0908,0.11,0.2,-0.2
2020/6/11,9885.22,9964,9113,9280.4,94418.98473,9693.366,9618.918483,9693.366,10116.92135,9269.810653,30.26694192,-139.3422828,0.19692,0.19030303,0.2,-1
2020/6/12,9278.88,9557.12,9232.51,9465.13,50119.06693,9636.994,9567.655655,9636.994,10090.93324,9183.05476,42.02179878,-90.2354131,-0.205471429,0.075892857,0.428571429,-0.142857143
