date,open,close,high,low,volume
2021/3/27,55025.59,55817.14,56700.36,53950,50105.47506
2021/3/28,55817.14,55777.63,56559.75,54691.84,39050.38751
2021/3/29,55777.65,57635.47,58405.82,54800.01,67857.9374
2021/3/30,57635.46,58746.57,59368,57071.35,55122.44312
2021/3/31,58746.57,58740.55,59800,56769,60975.54267
2021/4/1,58739.46,58720.44,59490,57935.45,47415.61722
2021/4/2,58720.45,58950.01,60200,58428.57,47382.41878
2021/4/3,58950.01,57051.94,59791.72,56880,47409.85211
2021/4/4,57051.95,58202.01,58492.85,56388,41314.08197
2021/4/5,58202.01,59129.99,59272,56777.77,54258.01579
2021/4/6,59129.99,57991.15,59495.24,57413.02,54201.00073
2021/4/7,57990.03,55953.45,58655,55473,71228.40566
2021/4/8,55953.44,58077.52,58153.31,55700,44283.14702
2021/4/9,58077.52,58142.54,58894.9,57654,40831.88491
2021/4/10,58142.55,59769.13,61500,57900.01,69906.42412
2021/4/11,59769.13,60002.43,60699,59232.52,41156.71539
2021/4/12,59998.8,59860,61300,59350.59,56375.03712
2021/4/13,59860.01,63575,63777.77,59805.15,82848.68875
2021/4/14,63575.01,62959.53,64854,61301,82616.34399
2021/4/15,62959.53,63159.98,63800,62020,51649.70034
2021/4/16,63158.74,61334.8,63520.61,60000,91764.13988
2021/4/17,61334.81,60006.66,62506.05,59580.91,58912.25613
2021/4/18,60006.67,56150.01,60499,50931.3,124882.1318
2021/4/19,56150.01,55633.14,57526.81,54221.58,78229.04227
2021/4/20,55633.14,56425,57076.24,53329.96,72744.48215
2021/4/21,56425,53787.63,56757.91,53536.02,66984.75691
2021/4/22,53787.62,51690.96,55521.48,50500,104656.6313
2021/4/23,51690.95,51125.14,52131.85,47500,132230.7807
2021/4/24,51110.56,50047.84,51166.22,48657.14,55361.51257
2021/4/25,50047.84,49066.77,50567.91,46930,58255.645
2021/4/26,49066.76,54001.39,54356.62,48753.44,86310.80212
2021/4/27,54001.38,55011.97,55460,53222,54064.03468
2021/4/28,55011.97,54846.22,56428,53813.16,55130.45902
2021/4/29,54846.23,53555,55195.84,52330.94,52486.01946
2021/4/30,53555,57694.27,57963,53013.01,68578.91005
2021/5/1,57697.25,57800.37,58458.07,56956.14,42600.35184
2021/5/2,57797.35,56578.21,57911.02,56035.25,36812.87886
2021/5/3,56578.21,57169.39,58981.44,56435,57649.93129
2021/5/4,57169.39,53200.01,57200,53046.69,85324.6259
2021/5/5,53205.05,57436.11,58069.82,52900,77263.92344
2021/5/6,57436.11,56393.68,58360,55200,70181.67191
2021/5/7,56393.68,57314.75,58650,55241.63,74542.74783
2021/5/8,57315.49,58862.05,59500,56900,69709.90603
2021/5/9,58866.53,58240.84,59300,56235.66,69806.11991
2021/5/10,58240.83,55816.14,59500,53400,89586.34925
2021/5/11,55816.14,56670.02,56862.43,54370,64329.54055
2021/5/12,56670.02,49631.32,58000.01,48600,99842.78984
2021/5/13,49537.15,49670.97,51367.19,46000,147332.0021
2021/5/14,49671.92,49841.45,51483,48799.75,80082.20431
2021/5/15,49844.16,46762.99,50700,46555,89437.44936
2021/5/16,46762.99,46431.5,49795.89,43825.39,114269.8128
2021/5/17,46426.83,43538.04,46686,42001,166657.1727
2021/5/18,43538.02,42849.78,45799.29,42250.02,116979.8608
2021/5/19,42849.78,36690.09,43584.9,30000,354347.2432
2021/5/20,36671.23,40526.64,42451.67,34850,203017.5969
2021/5/21,40525.39,37252.01,42200,33488,202100.8883
2021/5/22,37263.35,37449.73,38829,35200.62,126542.2437
2021/5/23,37458.51,34655.25,38270.64,31111.01,217136.0466
2021/5/24,34681.44,38796.29,39920,34031,161630.894
2021/5/25,38810.99,38324.72,39791.77,36419.62,111996.2284
2021/5/26,38324.72,39241.91,40841,37800.44,104780.7734
2021/5/27,39241.92,38529.98,40411.14,37134.27,86547.15879
2021/5/28,38529.99,35663.49,38877.83,34684,135377.6297
2021/5/29,35661.79,34605.15,37338.58,33632.76,112663.0927
2021/5/30,34605.15,35641.27,36488,33379,73535.38697
2021/5/31,35641.26,37253.81,37499,34153.84,94160.73529
2021/6/1,37253.82,36693.09,37894.81,35666,81234.66377
2021/6/2,36694.85,37568.68,38225,35920,67587.3725
2021/6/3,37568.68,39246.79,39476,37170,75889.10601
2021/6/4,39246.78,36829,39289.07,35555.15,91317.79925
2021/6/5,36829.15,35513.2,37925,34800,70459.62149
2021/6/6,35516.07,35796.31,36480,35222,47650.20664
2021/6/7,35796.31,33552.79,36900,33300,77574.95257
2021/6/8,33556.96,33380.81,34068.01,31000,123251.189
2021/6/9,33380.8,37388.05,37534.79,32396.82,136607.5975
2021/6/10,37388.05,36675.72,38491,35782,109527.2849
2021/6/11,36677.83,37331.98,37680.4,35936.77,78466.0053
2021/6/12,37331.98,35546.11,37463.63,34600.36,87717.54999
2021/6/13,35546.12,39020.57,39380,34757,86921.02556
2021/6/14,39020.56,40516.29,41064.05,38730,108522.3919
2021/6/15,40516.28,40144.04,41330,39506.4,80679.62284
2021/6/16,40143.8,38349.01,40527.14,38116.01,87771.97694
2021/6/17,38349,38092.97,39559.88,37365,79541.30712
2021/6/18,38092.97,35819.84,38202.84,35129.29,95228.04294
2021/6/19,35820.48,35483.72,36457,34803.52,68712.44946
2021/6/20,35483.72,35600.16,36137.72,33336,89878.17085
2021/6/21,35600.17,31608.93,35750,31251.23,168778.8732
2021/6/22,31614.12,32509.56,33298.78,28805,204208.1798
2021/6/23,32509.56,33678.07,34881,31683,126966.1006
2021/6/24,33675.07,34663.09,35298,32286.57,86625.80426
2021/6/25,34663.08,31584.45,35500,31275,116061.1304
2021/6/26,31576.09,32283.65,32730,30151,107820.3753
2021/6/27,32283.65,34700.34,34749,31973.45,96613.24421
2021/6/28,34702.49,34494.89,35297.71,33862.72,82222.26782
2021/6/29,34494.89,35911.73,36600,34225.43,90788.79622
2021/6/30,35911.72,35045,36100,34017.55,77152.19763
2021/7/1,35045,33504.69,35057.57,32711,71708.26611
2021/7/2,33502.33,33786.55,33977.04,32699,56172.18138
2021/7/3,33786.54,34669.13,34945.61,33316.73,43044.57864
2021/7/4,34669.12,35286.51,35967.85,34357.15,43703.47579
2021/7/5,35288.13,33690.14,35293.78,33125.55,64123.87425
2021/7/6,33690.15,34220.01,35118.88,33532,58210.59635
2021/7/7,34220.02,33862.12,35059.09,33777.77,53807.52168
2021/7/8,33862.11,32875.71,33929.64,32077,70136.48032
2021/7/9,32875.71,33815.81,34100,32261.07,47153.9399
2021/7/10,33815.81,33502.87,34262,33004.78,34761.17547
2021/7/11,33502.87,34258.99,34666,33306.47,31572.64745
2021/7/12,34259,33086.63,34678.43,32658.34,48181.40376
2021/7/13,33086.94,32729.77,33340,32202.25,41126.36101
2021/7/14,32729.12,32820.02,33114.03,31550,46777.82348
2021/7/15,32820.03,31880,33185.25,31133,51639.57635
2021/7/16,31874.49,31383.87,32249.18,31020,48499.86415
2021/7/17,31383.86,31520.07,31955.92,31164.31,34012.24213
2021/7/18,31520.07,31778.56,32435,31108.97,35923.71619
2021/7/19,31778.57,30839.65,31899,30407.44,47340.4685
2021/7/20,30839.65,29790.35,31063.07,29278,61034.04902
2021/7/21,29790.34,32144.51,32858,29482.61,82796.26513
2021/7/22,32144.51,32287.83,32591.35,31708,46148.09243
2021/7/23,32287.58,33634.09,33650,31924.32,50112.86363
2021/7/24,33634.1,34258.14,34500,33401.14,47977.55014
2021/7/25,34261.51,35381.02,35398,33851.12,47852.92831
2021/7/26,35381.02,37237.6,40550,35205.78,152452.5127
2021/7/27,37241.33,39457.87,39542.61,36383,88397.26702
2021/7/28,39456.61,40019.56,40900,38772,101344.5284
2021/7/29,40019.57,40016.48,40640,39200,53998.43928
2021/7/30,40018.49,42206.37,42316.71,38313.23,73602.78481
2021/7/31,42206.36,41461.83,42448,41000.15,44849.79101
2021/8/1,41461.84,39845.44,42599,39422.01,53953.18633
2021/8/2,39850.27,39147.82,40480.01,38690,50837.35195
2021/8/3,39146.86,38207.05,39780,37642.03,57117.43585
2021/8/4,38207.04,39723.18,39969.66,37508.56,52329.35243
2021/8/5,39723.17,40862.46,41350,37332.7,84343.75562
2021/8/6,40862.46,42836.87,43392.43,39853.86,75753.94135
2021/8/7,42836.87,44572.54,44700,42446.41,73396.74081
2021/8/8,44572.54,43794.37,45310,43261,69329.0927
2021/8/9,43794.36,46253.4,46454.15,42779,74587.88485
2021/8/10,46248.87,45584.99,46700,44589.46,53814.64342
2021/8/11,45585,45511,46743.47,45341.14,52734.90198
2021/8/12,45510.67,44399,46218.12,43770,55266.10878
2021/8/13,44400.06,47800,47886,44217.39,48239.37043
2021/8/14,47799.99,47068.51,48144,45971.03,46114.35902
2021/8/15,47068.5,46973.82,47372.27,45500,42110.71133
2021/8/16,46973.82,45901.29,48053.83,45660,52480.57401
2021/8/17,45901.3,44695.95,47160,44376,57039.34163
2021/8/18,44695.95,44705.29,46000,44203.28,54099.41599
2021/8/19,44699.37,46760.62,47033,43927.7,53411.75392
2021/8/20,46760.62,49322.47,49382.99,46622.99,56850.35223
2021/8/21,49322.47,48821.87,49757.04,48222,46745.13658
2021/8/22,48821.88,49239.22,49500,48050,37007.8878
2021/8/23,49239.22,49488.85,50500,49029,52462.54195
2021/8/24,49488.85,47674.01,49860,47600,51014.59475
2021/8/25,47674.01,48973.32,49264.3,47126.28,44655.83034
2021/8/26,48973.32,46843.87,49352.84,46250,49371.27777
2021/8/27,46843.86,49069.9,49149.93,46348,42068.10497
2021/8/28,49069.9,48895.35,49299,48346.88,26681.06379
2021/8/29,48895.35,48767.83,49632.27,47762.54,32652.28347
2021/8/30,48767.84,46982.91,48888.61,46853,40288.35083
2021/8/31,46982.91,47100.89,48246.11,46700,48645.52737
2021/9/1,47100.89,48810.52,49156,46512,49904.65528
2021/9/2,48810.51,49246.64,50450.13,48584.06,54410.77054
2021/9/3,49246.63,49999.14,51000,48316.84,59025.64416
2021/9/4,49998,49915.64,50535.69,49370,34664.65959
2021/9/5,49917.54,51756.88,51900,49450,40544.83587
2021/9/6,51756.88,52663.9,52780,50969.33,49249.66708
2021/9/7,52666.2,46863.73,52920,42843.05,123048.8027
2021/9/8,46868.57,46048.31,47340.99,44412.02,65069.3152
2021/9/9,46048.31,46395.14,47399.97,45513.08,50651.66002
2021/9/10,46395.14,44850.91,47033,44132.29,49048.26618
2021/9/11,44842.2,45173.69,45987.93,44722.22,30440.4081
2021/9/12,45173.68,46025.24,46460,44742.06,32094.28052
2021/9/13,46025.23,44940.73,46880,43370,65429.15056
2021/9/14,44940.72,47111.52,47250,44594.44,44855.85099
2021/9/15,47103.28,48121.41,48500,46682.32,43204.71174
2021/9/16,48121.4,47737.82,48557,47021.1,40725.08895
2021/9/17,47737.81,47299.98,48150,46699.56,34461.92776
2021/9/18,47299.98,48292.74,48843.2,47035.56,30906.47038
2021/9/19,48292.75,47241.75,48372.83,46829.18,29847.24349
2021/9/20,47241.75,43015.62,47347.25,42500,78003.52444
2021/9/21,43016.64,40734.38,43639,39600,84534.08049
2021/9/22,40734.09,43543.61,44000.55,40565.39,58349.05542
2021/9/23,43546.37,44865.26,44978,43069.09,48699.57655
2021/9/24,44865.26,42810.57,45200,40675,84113.42629
2021/9/25,42810.58,42670.64,42966.84,41646.28,33594.57189
2021/9/26,42670.63,43160.9,43950,40750,49879.99765
2021/9/27,43160.9,42147.35,44350,42098,39776.84383
2021/9/28,42147.35,41026.54,42787.38,40888,43372.2624
2021/9/29,41025.01,41524.28,42590,40753.88,33511.53487
2021/9/30,41524.29,43824.1,44141.37,41410.17,46381.22781
2021/10/1,43820.01,48141.61,48495,43283.03,66244.87492
2021/10/2,48141.6,47634.9,48336.59,47430.18,30508.98131
2021/10/3,47634.89,48200.01,49228.08,47088,30825.05601
2021/10/4,48200.01,49224.94,49536.12,46891,46796.49372
2021/10/5,49224.93,51471.99,51886.3,49022.4,52125.66793
2021/10/6,51471.99,55315,55750,50382.41,79877.54518
2021/10/7,55315,53785.22,55332.31,53357,54917.37766
2021/10/8,53785.22,53951.43,56100,53617.61,46160.25785
2021/10/9,53955.67,54949.72,55489,53661.67,55177.08013
2021/10/10,54949.72,54659,56561.31,54080,89237.83613
2021/10/11,54659.01,57471.35,57839.04,54415.06,52933.16575
2021/10/12,57471.35,55996.93,57680,53879,53471.2855
2021/10/13,55996.91,57367,57777,54167.19,55808.44492
2021/10/14,57370.83,57347.94,58532.54,56818.05,43053.33678
2021/10/15,57347.94,61672.42,62933,56850,82512.90802
2021/10/16,61672.42,60875.57,62378.42,60150,35467.88096
2021/10/17,60875.57,61528.33,61718.39,58963,39099.24124
2021/10/18,61528.32,62009.84,62695.78,59844.45,51798.44844
2021/10/19,62005.6,64280.59,64486,61322.22,53628.10774
2021/10/20,64280.59,66001.41,67000,63481.4,51428.93486
2021/10/21,66001.4,62193.15,66639.74,62000,68538.64537
2021/10/22,62193.15,60688.22,63732.39,60000,52119.35886
2021/10/23,60688.23,61286.75,61747.64,59562.15,27626.93678
2021/10/24,61286.75,60852.22,61500,59510.63,31226.57676
2021/10/25,60852.22,63078.78,63710.63,60650,36853.83806
2021/10/26,63078.78,60328.81,63293.48,59817.55,40217.50083
2021/10/27,60328.81,58413.44,61496,58000,62124.49016
2021/10/28,58413.44,60575.89,62499,57820,61056.35301
2021/10/29,60575.9,62253.71,62980,60174.81,43973.90414
2021/10/30,62253.7,61859.19,62359.25,60673,31478.12566
2021/10/31,61859.19,61299.8,62405.3,59945.36,39267.63794
2021/11/1,61299.81,60911.11,62437.74,59405,44687.66672
2021/11/2,60911.12,63219.99,64270,60624.68,46368.2841
2021/11/3,63220.57,62896.48,63500,60382.76,43336.09049
2021/11/4,62896.49,61395.01,63086.31,60677.01,35930.93314
2021/11/5,61395.01,60937.12,62595.72,60721,31604.48749
2021/11/6,60940.18,61470.61,61560.49,60050,25590.57408
2021/11/7,61470.62,63273.59,63286.35,61322.78,25515.6883
2021/11/8,63273.58,67525.83,67789,63273.58,54442.09455
2021/11/9,67525.82,66947.66,68524.25,66222.4,44661.37807
2021/11/10,66947.67,64882.43,69000,62822.9,65171.50405
2021/11/11,64882.42,64774.26,65600.07,64100,37237.98058
2021/11/12,64774.25,64122.23,65450.7,62278,44490.10816
2021/11/13,64122.22,64380,65000,63360.22,22504.97383
2021/11/14,64380.01,65519.1,65550.51,63576.27,25705.07347
2021/11/15,65519.11,63606.74,66401.82,63400,37829.37124
2021/11/16,63606.73,60058.87,63617.31,58574.07,77455.15609
2021/11/17,60058.87,60344.87,60840.23,58373,46289.38491
2021/11/18,60344.86,56891.62,60976,56474.26,62146.99931
2021/11/19,56891.62,58052.24,58320,55600,50715.88726
2021/11/20,58057.1,59707.51,59845,57353,33811.5901
2021/11/21,59707.52,58622.02,60029.76,58486.65,31902.22785
2021/11/22,58617.7,56247.18,59444,55610,51724.32047
2021/11/23,56243.83,57541.27,58009.99,55317,49917.85017
2021/11/24,57541.26,57138.29,57735,55837,39612.04964
2021/11/25,57138.29,58960.36,59398.9,57000,42153.51522
2021/11/26,58960.37,53726.53,59150,53500,65927.87066
2021/11/27,53723.72,54721.03,55280,53610,29716.99957
2021/11/28,54716.47,57274.88,57445.05,53256.64,36163.7137
2021/11/29,57274.89,57776.25,58865.97,56666.67,40125.28009
2021/11/30,57776.25,56950.56,59176.99,55875.55,49161.05194
2021/12/1,56950.56,57184.07,59053.55,56458.01,44956.63656
2021/12/2,57184.07,56480.34,57375.47,55777.77,37574.05976
2021/12/3,56484.26,53601.05,57600,51680,58927.69027
2021/12/4,53601.05,49152.47,53859.1,42000.3,114203.3737
2021/12/5,49152.46,49396.33,49699.05,47727.21,45580.82012
2021/12/6,49396.32,50441.92,50891.11,47100,58571.21575
2021/12/7,50441.91,50588.95,51936.33,50039.74,38253.46877
2021/12/8,50588.95,50471.19,51200,48600,38425.92466
2021/12/9,50471.19,47545.59,50797.76,47320,37692.68665
2021/12/10,47535.9,47140.54,50125,46852,44233.57391
2021/12/11,47140.54,49389.99,49485.71,46751,28889.19358
2021/12/12,49389.99,50053.9,50777,48638,26017.93421
2021/12/13,50053.9,46702.75,50189.97,45672.75,50869.52093
2021/12/14,46702.76,48343.28,48700.41,46290,39955.98445
2021/12/15,48336.95,48864.98,49500,46547,51629.181
2021/12/16,48864.98,47632.38,49436.43,47511,31949.86739
2021/12/17,47632.38,46131.2,47995.96,45456,43104.4887
2021/12/18,46133.83,46834.48,47392.37,45500,25020.05271
2021/12/19,46834.47,46681.23,48300.01,46406.91,29305.70665
2021/12/20,46681.24,46914.16,47537.57,45558.85,35848.50609
2021/12/21,46914.17,48889.88,49328.96,46630,37713.92924
2021/12/22,48887.59,48588.16,49576.13,48421.87,27004.2022
2021/12/23,48588.17,50838.81,51375,47920.42,35192.54046
2021/12/24,50838.82,50820,51810,50384.43,31684.81208
2021/12/25,50819.99,50399.66,51156.23,50142.32,19135.51613
2021/12/26,50399.67,50775.49,51280,49412,22569.88914
2021/12/27,50775.48,50701.44,52088,50449,28779.58212
2021/12/28,50701.44,47543.74,50704.05,47313.01,45853.33924
2021/12/29,47543.74,46464.66,48139.08,46096.99,39498.87
2021/12/30,46464.66,47120.87,47900,45900,30352.29569
2021/12/31,47120.88,46216.93,48548.26,45678,34937.99796
2022/1/1,46216.93,47722.65,47954.63,46208.37,19604.46325
2022/1/2,47722.66,47286.18,47990,46654,18340.4604
2022/1/3,47286.18,46446.1,47570,45696,27662.0771
2022/1/4,46446.1,45832.01,47557.54,45500,35491.4136
2022/1/5,45832.01,43451.13,47070,42500,51784.11857
2022/1/6,43451.14,43082.31,43816,42430.58,38880.37305
2022/1/7,43082.3,41566.48,43145.83,40610,54836.50818
2022/1/8,41566.48,41679.74,42300,40501,32952.73111
2022/1/9,41679.74,41864.62,42786.7,41200.02,22724.39426
2022/1/10,41864.62,41822.49,42248.5,39650,50729.17019
2022/1/11,41822.49,42729.29,43100,41268.93,37296.43729
2022/1/12,42729.29,43902.66,44322,42450,33943.2928
2022/1/13,43902.65,42560.11,44500,42311.22,34910.87762
2022/1/14,42558.35,43059.96,43448.78,41725.95,32640.88292
2022/1/15,43059.96,43084.29,43800,42555,21936.05616
2022/1/16,43084.29,43071.66,43475,42581.79,20602.35271
2022/1/17,43071.66,42201.62,43176.18,41540.42,27562.08613
2022/1/18,42201.63,42352.12,42691,41250,29324.08257
2022/1/19,42352.12,41660.01,42559.13,41138.56,31685.72159
2022/1/20,41660,40680.91,43505,40553.31,42330.33953
2022/1/21,40680.92,36445.31,41100,35440.45,88860.892
2022/1/22,36445.31,35071.42,36835.22,34008,90471.33896
2022/1/23,35071.42,36244.55,36499,34601.01,44279.52354
2022/1/24,36244.55,36660.35,37550,32917.17,91904.75321
2022/1/25,36660.35,36958.32,37545.14,35701,49232.40183
2022/1/26,36958.32,36809.34,38919.98,36234.63,69830.16036
2022/1/27,36807.24,37160.1,37234.47,35507.01,53020.87934
2022/1/28,37160.11,37716.56,38000,36155.01,42154.26956
2022/1/29,37716.57,38166.84,38720.74,37268.44,26129.49682
2022/1/30,38166.83,37881.76,38359.26,37351.63,21430.66527
2022/1/31,37881.75,38466.9,38744,36632.61,36855.2458
2022/2/1,38466.9,38694.59,39265.2,38000,34574.44663
2022/2/2,38694.59,36896.36,38855.92,36586.95,35794.6813
2022/2/3,36896.37,37311.61,37387,36250,32081.10999
2022/2/4,37311.98,41574.25,41772.33,37026.73,64703.95874
2022/2/5,41571.7,41382.59,41913.69,40843.01,32532.34372
2022/2/6,41382.6,42380.87,42656,41116.56,22405.16704
2022/2/7,42380.87,43839.99,44500.5,41645.85,51060.62006
2022/2/8,43839.99,44042.99,45492,42666,64880.29387
2022/2/9,44043,44372.72,44799,43117.92,34428.16729
2022/2/10,44372.71,43495.44,45821,43174.01,62357.29091
2022/2/11,43495.44,42373.73,43920,41938.51,44975.1687
2022/2/12,42373.73,42217.87,43079.49,41688.88,26556.85681
2022/2/13,42217.87,42053.66,42760,41870,17732.08113
2022/2/14,42053.65,42535.94,42842.4,41550.56,34010.1306
2022/2/15,42535.94,44544.86,44751.4,42427.03,38095.19576
2022/2/16,44544.85,43873.56,44549.97,43307,28471.8727
2022/2/17,43873.56,40515.7,44164.71,40073.21,47245.99494
2022/2/18,40515.71,39974.44,40959.88,39450,43845.92241
2022/2/19,39974.45,40079.17,40444.32,39639.03,18042.0551
2022/2/20,40079.17,38386.89,40125.44,38000,33439.29011
2022/2/21,38386.89,37008.16,39494.35,36800,62347.68496
2022/2/22,37008.16,38230.33,38429,36350,53785.94589
2022/2/23,38230.33,37250.01,39249.93,37036.79,43560.732
2022/2/24,37250.02,38327.21,39843,34322.28,120476.2946
2022/2/25,38328.68,39219.17,39683.53,38014.37,56574.57125
2022/2/26,39219.16,39116.72,40348.45,38573.18,29361.2568
2022/2/27,39116.73,37699.07,39855.7,37000,46229.44719
2022/2/28,37699.08,43160,44225.84,37450.17,73945.63858
2022/3/1,43160,44421.2,44949,42809.98,61743.09873
2022/3/2,44421.2,43892.98,45400,43334.09,57782.65081
2022/3/3,43892.99,42454,44101.12,41832.28,50940.61021
2022/3/4,42454,39148.66,42527.3,38550,61964.68498
2022/3/5,39148.65,39397.96,39613.24,38407.59,30363.13341
2022/3/6,39397.97,38420.81,39693.87,38088.57,39677.26158
2022/3/7,38420.8,37988,39547.57,37155,63994.11559
2022/3/8,37988.01,38730.63,39362.08,37867.65,55528.43367
2022/3/9,38730.63,41941.71,42594.06,38656.45,67392.58799
2022/3/10,41941.7,39422,42039.63,38539.73,71950.25677
2022/3/11,39422.01,38729.57,40236.26,38223.6,59018.7642
2022/3/12,38729.57,38807.36,39486.71,38660.52,24034.36432
2022/3/13,38807.35,37777.34,39310,37578.51,32791.82359
2022/3/14,37777.35,39671.37,39947.12,37555,46945.45375
2022/3/15,39671.37,39280.33,39887.61,38098.33,46015.54926
2022/3/16,39280.33,41114,41718,38828.48,88120.76167
2022/3/17,41114.01,40917.9,41478.82,40500,37189.38087
2022/3/18,40917.89,41757.51,42325.02,40135.04,45408.00969
2022/3/19,41757.51,42201.13,42400,41499.29,29067.18108
2022/3/20,42201.13,41262.11,42296.26,40911,30653.33468
2022/3/21,41262.11,41002.25,41544.22,40467.94,39426.24877
2022/3/22,41002.26,42364.13,43361,40875.51,59454.94294
2022/3/23,42364.13,42882.76,43025.96,41751.47,40828.87039
2022/3/24,42882.76,43991.46,44220.89,42560.46,56195.12374
2022/3/25,43991.46,44313.16,45094.14,43579,54614.43648
2022/3/26,44313.16,44511.27,44792.99,44071.97,23041.61741
2022/3/27,44511.27,46827.76,46999,44421.46,41874.91071
2022/3/28,46827.76,47122.21,48189.84,46663.56,58949.2614
2022/3/29,47122.21,47434.8,48096.47,46950.85,36772.28457
2022/3/30,47434.79,47067.99,47700.22,46445.42,40947.2085
2022/3/31,47067.99,45510.34,47600,45200,48645.12667
2022/4/1,45510.35,46283.49,46720.09,44200,56271.06474
2022/4/2,46283.49,45811,47213,45620,37073.53582
2022/4/3,45810.99,46407.35,47444.11,45530.92,33394.67794
2022/4/4,46407.36,46580.51,46890.71,45118,44641.87514
2022/4/5,46580.5,45497.55,47200,45353.81,42192.74852
2022/4/6,45497.54,43170.47,45507.14,43121,60849.32936
2022/4/7,43170.47,43444.19,43900.99,42727.35,37396.54156
2022/4/8,43444.2,42252.01,43970.62,42107.14,42375.04203
2022/4/9,42252.02,42753.97,42800,42125.48,17891.66047
2022/4/10,42753.96,42158.85,43410.3,41868,22771.09403
2022/4/11,42158.85,39530.45,42414.71,39200,63560.44721
2022/4/12,39530.45,40074.94,40699,39254.63,57751.01778
2022/4/13,40074.95,41147.79,41561.31,39588.54,41341.39177
2022/4/14,41147.78,39942.38,41500,39551.94,36807.01401
2022/4/15,39942.37,40551.9,40870.36,39766.4,24026.35739
2022/4/16,40551.9,40378.71,40709.35,39991.55,15805.44718
2022/4/17,40378.7,39678.12,40595.67,39546.17,19988.49259
2022/4/18,39678.11,40801.13,41116.73,38536.51,54243.49575
2022/4/19,40801.13,41493.18,41760,40571,35788.85843
2022/4/20,41493.19,41358.19,42199,40820,40877.35041
2022/4/21,41358.19,40480.01,42976,39751,59316.27657
2022/4/22,40480.01,39709.18,40795.06,39177,46664.0196
2022/4/23,39709.19,39441.6,39980,39285,20291.42375
2022/4/24,39441.61,39450.13,39940,38929.62,26703.61186
2022/4/25,39450.12,40426.08,40616,38200,63037.12784
2022/4/26,40426.08,38112.65,40797.31,37702.26,66650.258
2022/4/27,38112.64,39235.72,39474.72,37881.31,57083.12272
2022/4/28,39235.72,39742.07,40372.63,38881.43,56086.6715
2022/4/29,39742.06,38596.11,39925.25,38175,51453.65715
2022/4/30,38596.11,37630.8,38795.38,37578.2,35321.18989
2022/5/1,37630.8,38468.35,38675,37386.38,38812.24104
2022/5/2,38468.35,38525.16,39167.34,38052,53200.92628
2022/5/3,38525.16,37728.95,38651.51,37517.8,40316.45358
2022/5/4,37728.95,39690,40023.77,37670,62574.61736
2022/5/5,39690,36552.97,39845.51,35571.9,88722.43355
2022/5/6,36552.97,36013.77,36675.63,35258,68437.80187
2022/5/7,36013.77,35472.39,36146.3,34785,34281.70682
2022/5/8,35472.4,34038.4,35514.22,33713.95,72445.64344
2022/5/9,34038.39,30076.31,34243.15,30033.33,191876.9264
2022/5/10,30074.23,31017.1,32658.99,29730.4,165532.0031
2022/5/11,31017.11,29103.94,32162.59,27785,207063.7393
2022/5/12,29103.94,29029.75,30243,26700,204507.2631
2022/5/13,29029.74,29287.05,31083.37,28751.67,97872.36957
2022/5/14,29287.05,30086.74,30343.27,28630,51095.87863
2022/5/15,30086.74,31328.89,31460,29480,46275.66912
2022/5/16,31328.89,29874.01,31328.9,29087.04,73082.19658
2022/5/17,29874.01,30444.93,30788.37,29450.38,56724.13307
2022/5/18,30444.93,28715.32,30709.99,28654.47,59749.15799
2022/5/19,28715.33,30319.23,30545.18,28691.38,67877.36415
2022/5/20,30319.22,29201.01,30777.33,28730,60517.25325
2022/5/21,29201.01,29445.06,29656.18,28947.28,20987.13124
2022/5/22,29445.07,30293.94,30487.99,29255.11,36158.98748
2022/5/23,30293.93,29109.15,30670.51,28866.35,63901.49932
2022/5/24,29109.14,29654.58,29845.86,28669,59442.96036
2022/5/25,29654.58,29542.15,30223.74,29294.21,59537.38659
2022/5/26,29542.14,29201.35,29886.64,28019.56,94581.65463
2022/5/27,29201.35,28629.8,29397.66,28282.9,90998.5201
2022/5/28,28629.81,29031.33,29266,28450,34479.35127
2022/5/29,29031.33,29468.1,29587.78,28839.21,27567.34764
2022/5/30,29468.1,31734.22,32222,29299.62,96785.9476
2022/5/31,31734.23,31801.04,32399,31200.01,62433.11632
2022/6/1,31801.05,29805.83,31982.97,29301,103395.6338
2022/6/2,29805.84,30452.62,30689,29594.55,56961.42928
2022/6/3,30452.63,29700.21,30699,29282.36,54067.44727
2022/6/4,29700.21,29864.04,29988.88,29485,25617.90113
2022/6/5,29864.03,29919.21,30189,29531.42,23139.9281
2022/6/6,29919.2,31373.1,31765.64,29890.23,68836.92456
2022/6/7,31373.1,31125.33,31589.6,29218.96,110674.5166
2022/6/8,31125.32,30204.77,31327.22,29843.88,68542.61276
2022/6/9,30204.77,30109.93,30700,29944.1,46291.1865
2022/6/10,30109.93,29091.88,30382.8,28850,76204.2498
2022/6/11,29091.87,28424.7,29440.41,28099.99,65901.39895
2022/6/12,28424.71,26574.53,28544.96,26560,92474.59881
2022/6/13,26574.53,22487.41,26895.84,21925.77,254611.035
2022/6/14,22485.27,22136.41,23362.88,20846,187201.6467
2022/6/15,22136.42,22583.72,22800,20111.62,200774.4935
2022/6/16,22583.72,20401.31,22995.73,20232,99673.59429
2022/6/17,20400.6,20468.81,21365.43,20246.66,86694.33663
