date,open,high,low,close,volume,SMA,EMA,BB_MID,BB_UPPER,BB_LOWER,RSI,CCI,VADER_Compound,TextBlob_Polarity,FinBERT_Label,CryptoBERT_Label,original_preds
2025-1-15,96560.85,100681.94,96500,100497.35,30509.99179,96147.872,97085.98155,96147.872,100765.3407,91530.40326,76.60541857,144.5118745,0.00835,0,0,0,94901.67497
2025-1-16,100497.35,100866.66,97335.13,99987.3,27832.85317,97225.334,98053.0877,97225.334,102378.3462,92072.32177,71.71110708,85.85697477,0.07636,0.036666667,0.2,-0.6,98456.93857
2025-1-17,99987.3,105865.22,99950.77,104077.48,39171.85292,99131.818,100061.2185,99131.818,105752.1835,92511.45253,82.75519858,117.3657432,0.135575,0.03125,0.25,-1,98677.35869
2025-1-18,104077.47,104988.88,102277.55,104556.23,24307.82998,101135.844,101559.5556,101135.844,107001.6479,95270.0401,83.68700181,91.63259786,0,0,0,0,102638.8501
2025-1-19,104556.23,106422.43,99651.6,101331.57,43397.28298,102089.986,101483.5604,102089.986,105838.6353,98341.33669,57.51933395,28.40264321,0,0,0,0,103183.4612
2025-1-20,101331.57,109588,99550,102260.01,89529.23173,102442.518,101742.377,102442.518,105840.9281,99044.10788,61.81632687,61.62238207,0.0258,0,0,-1,102435.7483
2025-1-21,102260,107240.81,100119.04,106143.82,45941.02002,103673.822,103209.5246,103673.822,107082.9254,100264.7186,75.02567182,104.3621,0,0,0,-1,103000.0153
2025-1-22,106143.82,106394.46,103339.12,103706.66,22248.69254,103599.658,103375.2364,103599.658,106986.47,100212.846,59.01231709,75.99405557,0,0,0,0,104093.6048
2025-1-23,103706.66,106850,101262.28,103910.34,53953.12031,103470.48,103553.6043,103470.48,106749.038,100191.922,59.90628734,18.14372086,-0.05905,0,0,0,102666.4313
2025-1-24,103910.35,107120,102750,104870.5,23609.24017,104178.266,103992.5695,104178.266,106757.6447,101598.8873,64.47234576,109.3246092,-0.16515,0.1125,-0.5,1,103893.2091
