date,open,high,low,close,volume,SMA,EMA,BB_MID,BB_UPPER,BB_LOWER,RSI,CCI,VADER_Compound,TextBlob_Polarity,FinBERT_Label,CryptoBERT_Label,original_preds
2024-12-1,3703.59,3746.8,3659.2,3707.61,429089.2633,3647.098,3624.859612,3647.098,3755.064923,3539.131077,76.05943042,104.6858642,0,0,0,0,3700.585349
2024-12-2,3707.61,3760,3554.32,3643.42,737130.569,3645.126,3631.046408,3645.126,3752.929292,3537.322708,63.48561691,17.58680646,0,0,0,0,3754.560712
2024-12-3,3643.43,3670,3500,3614.51,678400.2032,3652.27,3625.534272,3652.27,3745.258723,3559.281277,58.08015921,-80.52142428,0,0,0,0,3702.542487
2024-12-4,3614.51,3887.24,3614.51,3837.8,968744.0399,3701.388,3696.289515,3701.388,3855.166843,3547.609157,76.99279804,134.1377859,0,0,0,0,3647.352387
2024-12-5,3837.8,3956,3677,3785.2,946493.276,3717.708,3725.926343,3717.708,3885.631226,3549.784774,67.96385354,96.12679401,0,0,0,0,3865.535673
2024-12-6,3785.21,4087.73,3777.26,3998.87,803855.1146,3775.96,3816.907562,3775.96,4054.859818,3497.060182,79.92046903,122.6383698,0,0,0,0,3790.360415
2024-12-7,3998.87,4024.46,3968,3996.22,283920.02,3846.52,3876.678375,3846.52,4133.971468,3559.068532,79.46070737,94.96024383,0,0,0,0,3952.733906
2024-12-8,3996.22,4015.58,3923.5,4004.15,251362.1685,3924.448,3919.168916,3924.448,4111.936974,3736.959026,79.89337191,58.3950368,0,0,0,0,3945.391979
2024-12-9,4004.15,4006.17,3509,3712,939642.2001,3899.288,3850.112611,3899.288,4149.729679,3648.846321,40.55331891,-105.1080174,-0.2846,0.091666667,1,1,4015.332889
2024-12-10,3712,3780.76,3515.89,3628.25,942206.0337,3867.898,3776.158407,3867.898,4195.214554,3540.581446,34.47102592,-107.8586965,-0.4215,0,0,1,3752.555109
2024-12-11,3628.24,3848.64,3562.34,3831.81,461818.7801,3834.486,3794.708938,3834.486,4134.468704,3534.503296,54.9838976,-37.04946654,0,0.068181818,0,-1,3675.387134
